ngram,ngram_length,real_count,fake_count,real_doc_freq,fake_doc_freq,frequency_ratio,frequency_difference,abs_frequency_difference,log_odds_ratio,abs_log_odds,chi2_statistic,chi2_p_value,preference,chi2_fdr_p_value,chi2_significant
justin bieber hailey,3,5,8,0.0002866808095866063,0.0013900955690703736,4.848931364031277,0.0011034147594837672,0.0011034147594837672,1.5798626840962768,1.5798626840962768,7.538980851609244,0.006037818532590292,fake,0.03363927468157448,True
bieber hailey baldwin,3,5,8,0.0002866808095866063,0.0013900955690703736,4.848931364031277,0.0011034147594837672,0.0011034147594837672,1.5798626840962768,1.5798626840962768,7.538980851609244,0.006037818532590292,fake,0.03363927468157448,True
pippa middleton s,3,29,2,0.0016627486956023163,0.0003475238922675934,0.20900566224272746,-0.001315224803334723,0.001315224803334723,-1.5667104836176342,1.5667104836176342,4.666202388711626,0.030761876831864366,real,0.12090132987407157,False
swift s new,3,14,1,0.0008027062668424976,0.0001737619461337967,0.21647015017996774,-0.0006289443207087009,0.0006289443207087009,-1.5309318670661096,1.5309318670661096,1.7648593688016527,0.18401955429271613,real,0.4995897200331011,False
met gala 2018,3,14,1,0.0008027062668424976,0.0001737619461337967,0.21647015017996774,-0.0006289443207087009,0.0006289443207087009,-1.5309318670661096,1.5309318670661096,1.7648593688016527,0.18401955429271613,real,0.4995897200331011,False
real housewives atlanta,3,14,1,0.0008027062668424976,0.0001737619461337967,0.21647015017996774,-0.0006289443207087009,0.0006289443207087009,-1.5309318670661096,1.5309318670661096,1.7648593688016527,0.18401955429271613,real,0.4995897200331011,False
u s senate,3,14,1,0.0008027062668424976,0.0001737619461337967,0.21647015017996774,-0.0006289443207087009,0.0006289443207087009,-1.5309318670661096,1.5309318670661096,1.7648593688016527,0.18401955429271613,real,0.4995897200331011,False
ben affleck s,3,6,9,0.00034401697150392754,0.0015638575152041702,4.545873153779322,0.0012198405437002426,0.0012198405437002426,1.515440827678681,1.515440827678681,8.165331753508207,0.004269866301642182,fake,0.02544591349043442,True
markle s relationship,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
s sexiest man,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
ariel winter s,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
ripa ryan seacrest,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
prince harry reportedly,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
kardashian kris jenner,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
don t like,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
kelly clarkson jennifer,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
ex justin bieber,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
kelly ripa ryan,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
kylie jenner gives,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
daughter kaia gerber,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
jennifer lopez talks,3,2,3,0.00011467232383464251,0.0005212858384013901,4.545873153779323,0.0004066135145667476,0.0004066135145667476,1.5146265650767419,1.5146265650767419,1.701056313125198,0.1921498923204235,fake,0.4995897200331011,False
katy perry orlando,3,5,7,0.0002866808095866063,0.0012163336229365769,4.242814943527367,0.0009296528133499706,0.0009296528133499706,1.4461573027805805,1.4461573027805805,5.546508927768194,0.018517584945695057,fake,0.07953246400345801,False
perry orlando bloom,3,5,7,0.0002866808095866063,0.0012163336229365769,4.242814943527367,0.0009296528133499706,0.0009296528133499706,1.4461573027805805,1.4461573027805805,5.546508927768194,0.018517584945695057,fake,0.07953246400345801,False
paris jackson s,3,3,4,0.00017200848575196377,0.0006950477845351868,4.040776136692731,0.000523039298783223,0.000523039298783223,1.3969600527257868,1.3969600527257868,2.3816842356617816,0.12276512669215953,fake,0.3772237529268175,False
emma stone s,3,3,4,0.00017200848575196377,0.0006950477845351868,4.040776136692731,0.000523039298783223,0.000523039298783223,1.3969600527257868,1.3969600527257868,2.3816842356617816,0.12276512669215953,fake,0.3772237529268175,False
alex rodriguez s,3,3,4,0.00017200848575196377,0.0006950477845351868,4.040776136692731,0.000523039298783223,0.000523039298783223,1.3969600527257868,1.3969600527257868,2.3816842356617816,0.12276512669215953,fake,0.3772237529268175,False
lauer s firing,3,3,4,0.00017200848575196377,0.0006950477845351868,4.040776136692731,0.000523039298783223,0.000523039298783223,1.3969600527257868,1.3969600527257868,2.3816842356617816,0.12276512669215953,fake,0.3772237529268175,False
meghan markle reportedly,3,3,4,0.00017200848575196377,0.0006950477845351868,4.040776136692731,0.000523039298783223,0.000523039298783223,1.3969600527257868,1.3969600527257868,2.3816842356617816,0.12276512669215953,fake,0.3772237529268175,False
matt damon s,3,3,4,0.00017200848575196377,0.0006950477845351868,4.040776136692731,0.000523039298783223,0.000523039298783223,1.3969600527257868,1.3969600527257868,2.3816842356617816,0.12276512669215953,fake,0.3772237529268175,False
royal wedding prince,3,12,1,0.0006880339430078551,0.0001737619461337967,0.2525485085432957,-0.0005142719968740584,0.0005142719968740584,-1.376666429377812,1.376666429377812,1.2281722336910672,0.26776278977395984,real,0.6590084194922216,False
sexual assault allegations,3,12,1,0.0006880339430078551,0.0001737619461337967,0.2525485085432957,-0.0005142719968740584,0.0005142719968740584,-1.376666429377812,1.376666429377812,1.2281722336910672,0.26776278977395984,real,0.6590084194922216,False
hollywood walk fame,3,12,1,0.0006880339430078551,0.0001737619461337967,0.2525485085432957,-0.0005142719968740584,0.0005142719968740584,-1.376666429377812,1.376666429377812,1.2281722336910672,0.26776278977395984,real,0.6590084194922216,False
o j simpson,3,10,13,0.0005733616191732126,0.002258905299739357,3.939756733275412,0.0016855436805661443,0.0016855436805661443,1.3728069130013472,1.3728069130013472,10.767528860180127,0.0010329633109072262,fake,0.0073762309666192075,True
justin bieber s,3,22,28,0.0012613955621810675,0.0048653344917463075,3.857104494115789,0.00360393892956524,0.00360393892956524,1.3535317879004924,1.3535317879004924,24.48126707022714,7.503584954455717e-07,fake,1.0011362031339602e-05,True
new york city,3,23,2,0.001318731724098389,0.0003475238922675934,0.2635288784799607,-0.0009712078318307956,0.0009712078318307956,-1.334564338979813,1.334564338979813,2.942701726884979,0.08626633139674234,real,0.28400668842953486,False
wedding meghan markle,3,5,6,0.0002866808095866063,0.0010425716768027802,3.636698523023458,0.0007558908672161739,0.0007558908672161739,1.2918326645289466,1.2918326645289466,3.7432923574255006,0.053019877477604734,fake,0.19200769915104,False
jennifer garner s,3,5,6,0.0002866808095866063,0.0010425716768027802,3.636698523023458,0.0007558908672161739,0.0007558908672161739,1.2918326645289466,1.2918326645289466,3.7432923574255006,0.053019877477604734,fake,0.19200769915104,False
julia louis dreyfus,3,11,1,0.0006306977810905338,0.0001737619461337967,0.27550746386541347,-0.0004569358349567371,0.0004569358349567371,-1.2895976783957972,1.2895976783957972,0.9753345233180001,0.32335335793743314,real,0.740886921391147,False
kris jenner s,3,11,1,0.0006306977810905338,0.0001737619461337967,0.27550746386541347,-0.0004569358349567371,0.0004569358349567371,-1.2895976783957972,1.2895976783957972,0.9753345233180001,0.32335335793743314,real,0.740886921391147,False
5 things know,3,11,1,0.0006306977810905338,0.0001737619461337967,0.27550746386541347,-0.0004569358349567371,0.0004569358349567371,-1.2895976783957972,1.2895976783957972,0.9753345233180001,0.32335335793743314,real,0.740886921391147,False
orange new black,3,11,1,0.0006306977810905338,0.0001737619461337967,0.27550746386541347,-0.0004569358349567371,0.0004569358349567371,-1.2895976783957972,1.2895976783957972,0.9753345233180001,0.32335335793743314,real,0.740886921391147,False
sexual misconduct allegations,3,11,1,0.0006306977810905338,0.0001737619461337967,0.27550746386541347,-0.0004569358349567371,0.0004569358349567371,-1.2895976783957972,1.2895976783957972,0.9753345233180001,0.32335335793743314,real,0.740886921391147,False
tatum jenna dewan,3,6,7,0.00034401697150392754,0.0012163336229365769,3.5356791196061397,0.0008723166514326493,0.0008723166514326493,1.2637783917380943,1.2637783917380943,4.424272617434535,0.03543121173968346,fake,0.1350648447520264,False
channing tatum jenna,3,6,7,0.00034401697150392754,0.0012163336229365769,3.5356791196061397,0.0008723166514326493,0.0008723166514326493,1.2637783917380943,1.2637783917380943,4.424272617434535,0.03543121173968346,fake,0.1350648447520264,False
kanye west s,3,20,23,0.0011467232383464252,0.003996524761077324,3.48516941789748,0.002849801522730899,0.002849801522730899,1.2513738074672558,1.2513738074672558,17.483617982980675,2.8979404073191724e-05,fake,0.0003265012858912934,True
2017 billboard music,3,21,2,0.0012040594002637464,0.0003475238922675934,0.28862686690662365,-0.000856535507996153,0.000856535507996153,-1.2434777436202775,1.2434777436202775,2.3985029107266964,0.12145142974289483,real,0.3772237529268175,False
tristan thompson s,3,9,10,0.0005160254572558913,0.0017376194613379669,3.3673134472439425,0.0012215940040820757,0.0012215940040820757,1.2153382019994259,1.2153382019994259,6.46791855888202,0.010983910255351894,fake,0.05800877603607719,False
justin theroux split,3,9,10,0.0005160254572558913,0.0017376194613379669,3.3673134472439425,0.0012215940040820757,0.0012215940040820757,1.2153382019994259,1.2153382019994259,6.46791855888202,0.010983910255351894,fake,0.05800877603607719,False
demi lovato s,3,10,1,0.0005733616191732126,0.0001737619461337967,0.3030582102519548,-0.0003995996730394159,0.0003995996730394159,-1.1942301278906735,1.1942301278906735,0.7365826837145474,0.3907577702261412,real,0.8359248502306059,False
s love story,3,10,1,0.0005733616191732126,0.0001737619461337967,0.3030582102519548,-0.0003995996730394159,0.0003995996730394159,-1.1942301278906735,1.1942301278906735,0.7365826837145474,0.3907577702261412,real,0.8359248502306059,False
2018 golden globes,3,19,2,0.0010893870764291038,0.0003475238922675934,0.31900864237047877,-0.0007418631841615104,0.0007418631841615104,-1.1432794810909512,1.1432794810909512,1.8766150383725422,0.17071936995138706,real,0.4890097207082104,False
beyonce jay z,3,16,16,0.0009173785906771401,0.002780191138140747,3.0305821025195483,0.0018628125474636071,0.0018628125474636071,1.1106209775203622,1.1106209775203622,9.589215564807892,0.0019572354693727515,fake,0.013593402506465546,True
khloe kardashian tristan,3,12,12,0.0006880339430078551,0.0020851433536055604,3.0305821025195483,0.0013971094105977053,0.0013971094105977053,1.110153763657385,1.110153763657385,6.875957407125274,0.008736294466068058,fake,0.047120226535069205,True
mariah carey s,3,9,9,0.0005160254572558913,0.0015638575152041702,3.0305821025195483,0.0010478320579482788,0.0010478320579482788,1.1098036370852207,1.1098036370852207,4.8503924608684965,0.027639842696859217,fake,0.11034173423076869,False
justin timberlake jessica,3,7,7,0.0004013531334212488,0.0012163336229365769,3.0305821025195483,0.0008149804895153281,0.0008149804895153281,1.1095703543726059,1.1095703543726059,3.509467039683753,0.06101908190902421,fake,0.20624449685250182,False
timberlake jessica biel,3,7,7,0.0004013531334212488,0.0012163336229365769,3.0305821025195483,0.0008149804895153281,0.0008149804895153281,1.1095703543726059,1.1095703543726059,3.509467039683753,0.06101908190902421,fake,0.20624449685250182,False
blac chyna s,3,5,5,0.0002866808095866063,0.0008688097306689834,3.030582102519548,0.0005821289210823772,0.0005821289210823772,1.109337179566887,1.109337179566887,2.186029249873104,0.13926793704340834,fake,0.4202907385774287,False
miranda lambert s,3,5,5,0.0002866808095866063,0.0008688097306689834,3.030582102519548,0.0005821289210823772,0.0005821289210823772,1.109337179566887,1.109337179566887,2.186029249873104,0.13926793704340834,fake,0.4202907385774287,False
meghan markle royal,3,4,4,0.00022934464766928502,0.0006950477845351868,3.0305821025195483,0.0004657031368659018,0.0004657031368659018,1.1092206326037395,1.1092206326037395,1.5388451522025028,0.2147897838148224,fake,0.5417831860403729,False
serena williams wedding,3,4,4,0.00022934464766928502,0.0006950477845351868,3.0305821025195483,0.0004657031368659018,0.0004657031368659018,1.1092206326037395,1.1092206326037395,1.5388451522025028,0.2147897838148224,fake,0.5417831860403729,False
didn t want,3,4,4,0.00022934464766928502,0.0006950477845351868,3.0305821025195483,0.0004657031368659018,0.0004657031368659018,1.1092206326037395,1.1092206326037395,1.5388451522025028,0.2147897838148224,fake,0.5417831860403729,False
royal wedding meghan,3,4,4,0.00022934464766928502,0.0006950477845351868,3.0305821025195483,0.0004657031368659018,0.0004657031368659018,1.1092206326037395,1.1092206326037395,1.5388451522025028,0.2147897838148224,fake,0.5417831860403729,False
miley cyrus s,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
markle s father,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
khloé kardashian tristan,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
liam payne s,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
robert pattinson s,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
rosie huntington whiteley,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
split angelina jolie,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
awards 2017 winners,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
joe alwyn s,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
jenna dewan split,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
jenner s baby,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
swift katy perry,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
s taylor swift,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
taylor swift katy,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
voice season 15,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
winners complete list,3,3,3,0.00017200848575196377,0.0005212858384013901,3.0305821025195483,0.0003492773526494263,0.0003492773526494263,1.1091041125868777,1.1091041125868777,0.9141140972047338,0.3390251790192231,fake,0.740886921391147,False
katharine mcphee david,3,9,1,0.0005160254572558913,0.0001737619461337967,0.33673134472439425,-0.0003422635111220946,0.0003422635111220946,-1.088812244823257,1.088812244823257,0.516133928453535,0.47249551355182773,real,0.9431308085463648,False
princess eugenie s,3,9,1,0.0005160254572558913,0.0001737619461337967,0.33673134472439425,-0.0003422635111220946,0.0003422635111220946,-1.088812244823257,1.088812244823257,0.516133928453535,0.47249551355182773,real,0.9431308085463648,False
cannes film festival,3,9,1,0.0005160254572558913,0.0001737619461337967,0.33673134472439425,-0.0003422635111220946,0.0003422635111220946,-1.088812244823257,1.088812244823257,0.516133928453535,0.47249551355182773,real,0.9431308085463648,False
destiny s child,3,9,1,0.0005160254572558913,0.0001737619461337967,0.33673134472439425,-0.0003422635111220946,0.0003422635111220946,-1.088812244823257,1.088812244823257,0.516133928453535,0.47249551355182773,real,0.9431308085463648,False
kim kardashian reveals,3,9,1,0.0005160254572558913,0.0001737619461337967,0.33673134472439425,-0.0003422635111220946,0.0003422635111220946,-1.088812244823257,1.088812244823257,0.516133928453535,0.47249551355182773,real,0.9431308085463648,False
s wedding dress,3,9,1,0.0005160254572558913,0.0001737619461337967,0.33673134472439425,-0.0003422635111220946,0.0003422635111220946,-1.088812244823257,1.088812244823257,0.516133928453535,0.47249551355182773,real,0.9431308085463648,False
jay z s,3,26,3,0.0014907402098503525,0.0005212858384013901,0.34968255029071715,-0.0009694543714489624,0.0009694543714489624,-1.0516999659541533,1.0516999659541533,2.526861564771505,0.11192262716961598,real,0.35914412642402094,False
kardashian tristan thompson,3,16,15,0.0009173785906771401,0.0026064291920069507,2.8411707211120767,0.0016890506013298107,0.0016890506013298107,1.0459082251775416,1.0459082251775416,8.027312318335388,0.004607716234971176,fake,0.026248450911577372,True
ariana grande s,3,17,2,0.0009747147525944614,0.0003475238922675934,0.3565390708846527,-0.000627190860326868,0.000627190860326868,-1.0319390551868228,1.0319390551868228,1.3840476281444078,0.2394128904731049,real,0.6009026508409119,False
kate middleton prince,3,11,10,0.0006306977810905338,0.0017376194613379669,2.7550746386541345,0.0011069216802474331,0.0011069216802474331,1.0145527684268856,1.0145527684268856,4.701805055162898,0.03013095659514877,fake,0.11934683588859708,False
selena gomez weeknd,3,10,9,0.0005733616191732126,0.0015638575152041702,2.7275238922675933,0.0009904958960309576,0.0009904958960309576,1.0043857540178043,1.0043857540178043,4.0474577531861105,0.044237917915483004,fake,0.16491635575845504,False
matt lauer s,3,9,8,0.0005160254572558913,0.0013900955690703736,2.693850757795154,0.0008740701118144823,0.0008740701118144823,0.9918465824603306,0.9918465824603306,3.3995503461385836,0.06521419415538818,fake,0.21752366076830137,False
george amal clooney,3,9,8,0.0005160254572558913,0.0013900955690703736,2.693850757795154,0.0008740701118144823,0.0008740701118144823,0.9918465824603306,0.9918465824603306,3.3995503461385836,0.06521419415538818,fake,0.21752366076830137,False
awards 2018 winners,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
james van der,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
amy schumer s,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
jack s death,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
van der beek,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
kylie jenner named,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
sexual harassment allegations,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
oscars red carpet,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
don t know,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
s new song,3,8,1,0.00045868929533857003,0.0001737619461337967,0.37882276281494354,-0.0002849273492047733,0.0002849273492047733,-0.9709718450481138,0.9709718450481138,0.3200797898896646,0.5715596981020783,real,1.0,False
bieber s relationship,3,7,6,0.0004013531334212488,0.0010425716768027802,2.597641802159613,0.0006412185433815314,0.0006412185433815314,0.955245716120972,0.955245716120972,2.1347271024018313,0.1439960859160525,fake,0.42200008993895155,False
kourtney kardashian scott,3,7,6,0.0004013531334212488,0.0010425716768027802,2.597641802159613,0.0006412185433815314,0.0006412185433815314,0.955245716120972,0.955245716120972,2.1347271024018313,0.1439960859160525,fake,0.42200008993895155,False
kardashian scott disick,3,7,6,0.0004013531334212488,0.0010425716768027802,2.597641802159613,0.0006412185433815314,0.0006412185433815314,0.955245716120972,0.955245716120972,2.1347271024018313,0.1439960859160525,fake,0.42200008993895155,False
lin manuel miranda,3,15,2,0.0008600424287598189,0.0003475238922675934,0.4040776136692731,-0.0005125185364922254,0.0005125185364922254,-0.9066611346143262,0.9066611346143262,0.931108809124894,0.334574967384507,real,0.740886921391147,False
kim kardashian s,3,37,30,0.0021214379909408865,0.005212858384013901,2.4572287317726067,0.0030914203930730148,0.0030914203930730148,0.9021369844360613,0.9021369844360613,13.30535457790858,0.0002646492385719379,fake,0.0023539853325609214,True
ben affleck lindsay,3,10,8,0.0005733616191732126,0.0013900955690703736,2.4244656820156383,0.000816733949897161,0.000816733949897161,0.886428699392914,0.886428699392914,2.743762090885034,0.0976346632865918,fake,0.31731265568142336,False
middleton prince william,3,10,8,0.0005733616191732126,0.0013900955690703736,2.4244656820156383,0.000816733949897161,0.000816733949897161,0.886428699392914,0.886428699392914,2.743762090885034,0.0976346632865918,fake,0.31731265568142336,False
big bang theory,3,5,4,0.0002866808095866063,0.0006950477845351868,2.4244656820156383,0.0004083669749485805,0.0004083669749485805,0.8860197303303191,0.8860197303303191,0.9566168891343834,0.32804072454580463,fake,0.740886921391147,False
2018 sag awards,3,22,3,0.0012613955621810675,0.0005212858384013901,0.41326119579812026,-0.0007401097237796774,0.0007401097237796774,-0.8844162206136271,0.8844162206136271,1.5678130981535625,0.21052488929043287,real,0.5417831860403729,False
prince harry s,3,19,15,0.0010893870764291038,0.0026064291920069507,2.392564817778591,0.001517042115577847,0.001517042115577847,0.8738857870009952,0.8738857870009952,5.80706570348598,0.015961906008926798,fake,0.07424482886720997,False
katy perry s,3,9,7,0.0005160254572558913,0.0012163336229365769,2.35711941307076,0.0007003081656806856,0.0007003081656806856,0.8581412011446342,0.8581412011446342,2.1465963727968003,0.14288634160818425,fake,0.42200008993895155,False
george clooney s,3,9,7,0.0005160254572558913,0.0012163336229365769,2.35711941307076,0.0007003081656806856,0.0007003081656806856,0.8581412011446342,0.8581412011446342,2.1465963727968003,0.14288634160818425,fake,0.42200008993895155,False
little lies season,3,14,2,0.0008027062668424976,0.0003475238922675934,0.43294030035993547,-0.0004551823745749042,0.0004551823745749042,-0.8376108792579647,0.8376108792579647,0.7241307302174301,0.394792288329198,real,0.8410071016088377,False
kathie lee gifford,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
reputation stadium tour,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
gal gadot s,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
gigi hadid zayn,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
hurricane harvey relief,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
super bowl 2018,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
hadid zayn malik,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
aren t happy,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
nicole kidman s,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
pregnant baby 2,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
rob kardashian s,3,7,1,0.0004013531334212488,0.0001737619461337967,0.43294030035993547,-0.0002275911872874521,0.0002275911872874521,-0.8373830915952851,0.8373830915952851,0.157557568397796,0.6914152318200764,real,1.0,False
